gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	percent_PS19	percent_WT	percent_difference
Sod1	2.69863836455175	0.265288600397281	0.647100783183533	0.409964888455464	0.681831704271384	0.999961478977291	0.888888888888889	0.888888888888889	0
Scaf4	25.0266911292927	-0.438567752903709	0.201095810664813	-2.18088955435633	0.0291915865081577	0.999961478977291	1	1	0
Gm56623	0.216403104575994	-0.424642590116554	2.32576388349739	-0.182581986559183	0.85512601938667	0.999961478977291	0.222222222222222	0.222222222222222	0
Gm49707	0	NA	NA	NA	NA	NA	0	0	0
Gm49708	3.02789909249208	-1.13103407288767	0.604881440904942	-1.86984423128533	0.0615054520849696	0.999961478977291	0.888888888888889	1	0.111111111111111
Gm49709	0	NA	NA	NA	NA	NA	0	0	0
Hunk	60.9858214497884	0.138961915028704	0.130683010133763	1.06335104223928	0.287622785905982	0.999961478977291	1	1	0
Gm36001	0.881367930865743	-0.340479744296809	1.04567183538126	-0.325608601835077	0.744720503264282	0.999961478977291	0.666666666666667	0.555555555555556	0.111111111111111
1110008E08Rik	0	NA	NA	NA	NA	NA	0	0	0
Gm49714	0	NA	NA	NA	NA	NA	0	0	0
Gm36169	0.19232591210296	0.463894464572996	2.83107900577685	0.163857830751602	0.869843064505966	0.999961478977291	0.333333333333333	0	0.333333333333333
Gm49715	0	NA	NA	NA	NA	NA	0	0	0
Mis18a	0.42637483621025	-1.42526574635714	1.75419970359753	-0.812487736392951	0.416511820689258	0.999961478977291	0.222222222222222	0.333333333333333	0.111111111111111
Gm17518	0.231036204864443	-0.88350000279806	1.9853491876505	-0.445009879518278	0.656312614518387	0.999961478977291	0.222222222222222	0.333333333333333	0.111111111111111
Mrap	0	NA	NA	NA	NA	NA	0	0	0
Urb1	2.50757013834859	-0.52231469293501	0.57378830242723	-0.910291636698627	0.362668727972569	0.999961478977291	0.777777777777778	1	0.222222222222222
Eva1c	4.11751482911234	-0.500364642639408	0.47458974926124	-1.05430984006353	0.291741085086794	0.999961478977291	1	0.888888888888889	0.111111111111111
