gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	percent_0	percent_3	percent_difference
Fcgr3	3.26908898752354	0.507897466297093	1.24950097382666	0.406480248464019	0.684389766754959	0.999919888928009	0.5	0.8	0.3
Cfap126	5.5849726428536	-0.192559734882218	0.677657438048651	-0.284154978711226	0.776291615684671	0.999919888928009	1	1	0
Sdhc	465.116818123693	-0.0658045730060562	0.0868541594973322	-0.757644462705064	0.448663854836059	0.999919888928009	1	1	0
Mpz	0.85172013514061	-0.931505390919807	2.04501264103774	-0.455501042989697	0.648748817391505	0.999919888928009	0.5	0.4	0.1
Pcp4l1	89.9778509955948	-0.467098613346886	0.282911999864045	-1.65103853343567	0.0987307069063223	0.999919888928009	1	1	0
Nr1i3	23.5080362050549	-0.182949553518976	0.375720847657108	-0.486929470802059	0.626308313205199	0.999919888928009	1	1	0
Tomm40l	139.37306204381	0.426041923227872	0.158765730627917	2.68346274440259	0.00728640930176427	0.953105266931113	1	1	0
Apoa2	2.42880126172437	0.675494102035109	1.20087658475719	0.562500851968637	0.573774823327051	0.999919888928009	0.75	0.8	0.05
Fcer1g	9.84871770852153	-0.127849289561732	0.531155358186435	-0.240700366834777	0.809787354634052	0.999919888928009	1	1	0
Ndufs2	281.629188757486	0.02966677234242	0.112137123197501	0.264557993789172	0.791349983433659	0.999919888928009	1	1	0
Adamts4	11.5030145488938	-0.316437811302142	0.582609600198957	-0.543138683595466	0.587034320071331	0.999919888928009	1	1	0
B4galt3	170.743832751569	0.0160693483824966	0.131297185732778	0.122389130374825	0.902590846499681	0.999919888928009	1	1	0
Ppox	139.17813682167	0.266788320962818	0.182366265440823	1.46292583399636	0.143487674146056	0.999919888928009	1	1	0
Usp21	159.115716589253	-0.129459653590056	0.132271903120972	-0.978738874511058	0.327709018812047	0.999919888928009	1	1	0
Ufc1	286.580156000239	0.0920134690871465	0.136856974412935	0.672333065098432	0.501371684361091	0.999919888928009	1	1	0
Dedd	180.894959939147	0.000457562106805224	0.132673562443897	0.00344878134254298	0.997248276068078	0.999919888928009	1	1	0
Nit1	398.610140440591	-0.0260845418967085	0.168503202066925	-0.154801461199227	0.876977839227765	0.999919888928009	1	1	0
Pfdn2	336.286368076765	-0.0564193419256873	0.153441959668417	-0.367691745123743	0.713103096461797	0.999919888928009	1	1	0
Klhdc9	69.3117955649992	0.168050526782665	0.35681797911942	0.470969896745091	0.637662232228944	0.999919888928009	1	1	0
Nectin4	15.5998870683452	0.51593358437278	0.411032231554703	1.2552144205852	0.209400931983913	0.999919888928009	1	1	0
Arhgap30	5.18070106053441	-0.73689779238435	0.659404423230678	-1.11752024466867	0.263771948491132	0.999919888928009	1	1	0
Usf1	94.1437472480578	-0.0779055692830628	0.186261709247869	-0.418258640477681	0.675758025624085	0.999919888928009	1	1	0
Tstd1	10.1901681735335	0.0448498937869466	0.4906835895846	0.0914028810804849	0.927172472563217	0.999919888928009	1	1	0
F11r	23.5940097958547	-0.334669406616034	0.397945955920291	-0.840992103669144	0.400352358085498	0.999919888928009	1	1	0
Alyref2	11.7621739550869	0.119823458790632	0.499161774928802	0.240049348345481	0.810292000353696	0.999919888928009	1	1	0
Itln1	0.396827418939198	0.477159169960496	2.80678573119627	0.170001993617492	0.865008568793577	0.999919888928009	0.25	0.4	0.15
Cd244a	0.40345113477773	-0.658718401066399	2.31819423572661	-0.284151513671559	0.776294270994101	0.999919888928009	0.5	0.4	0.1
Ly9	0.240281909948174	-0.0536010225655746	3.36666881921563	-0.0159210856320767	0.987297348231956	0.999919888928009	0.25	0.2	0.05
Slamf7	0.665765087256689	2.41762131242903	1.84000715901268	1.31391951416444	0.18887329098094	0.999919888928009	0	1	1
Cd48	0.633043033756232	-0.909410848321677	2.05332450289793	-0.4428967983571	0.657840383306627	0.999919888928009	0.5	0.4	0.1
Slamf1	9.71495724694921	0.0434671266291808	0.464528398246711	0.0935725927483456	0.925448681884329	0.999919888928009	1	1	0
Cd84	5.88580284623317	-1.44476375979238	0.732074199842743	-1.97352093558649	0.0484362417373447	0.999919888928009	1	1	0
Slamf6	1.6182040237848	0.532502367640798	1.1224981356666	0.474390425000189	0.635221519737828	0.999919888928009	0.75	1	0.25
Vangl2	124.026742515672	0.13909984374243	0.168787685749024	0.824111327346843	0.409876304508718	0.999919888928009	1	1	0
Nhlh1	1.12374232059346	0.0832949933526486	1.48611071375719	0.0560489824759165	0.955302786088175	0.999919888928009	0.5	0.8	0.3
Ncstn	381.106179274829	-0.00349681241843741	0.104288939349768	-0.0335300410593849	0.973251909993748	0.999919888928009	1	1	0
Copa	1246.67394428274	0.118751683581903	0.0910381718232135	1.30441639153855	0.192091649366514	0.999919888928009	1	1	0
Pex19	251.494168267573	-0.0310876015398921	0.122099209747054	-0.254609359096546	0.799024829859982	0.999919888928009	1	1	0
Dcaf8	1442.92342139856	-0.00118302070967291	0.0655883526813496	-0.018037054771301	0.985609292780803	0.999919888928009	1	1	0
Pea15a	669.410606472401	-0.0309370870026715	0.10788220794543	-0.28676727693894	0.774290520267244	0.999919888928009	1	1	0
Casq1	56.4578549198209	-0.367768502128286	0.26359865320827	-1.39518354002253	0.162960499291675	0.999919888928009	1	1	0
Atp1a4	21.2657928684868	-0.61532583485044	0.479255461238402	-1.2839203402303	0.199169829479549	0.999919888928009	1	1	0
Igsf8	648.642475266519	0.0150658516458198	0.100104788557613	0.150500808831428	0.880369512651064	0.999919888928009	1	1	0
Atp1a2	92.1953534510481	0.105832401760311	0.603435771912023	0.17538304271385	0.86077866402942	0.999919888928009	1	1	0
Kcnj9	1137.26535020935	0.0965367349840823	0.122361900482737	0.788944390396272	0.430144509324906	0.999919888928009	1	1	0
Kcnj10	8.52061416378164	-0.369832882561849	0.670422188069932	-0.551641770130782	0.581193812379522	0.999919888928009	1	1	0
Pigm	116.103726881791	0.0284952640893779	0.172307149205436	0.165374821769025	0.868648970115659	0.999919888928009	1	1	0
Slamf9	0.578348080448045	1.26289362570009	2.19267091438286	0.57596131613555	0.564641329113441	0.999919888928009	0.25	0.6	0.35
Igsf9	49.9423802313711	-0.108605941292136	0.207692176890165	-0.522917824437704	0.60103144007564	0.999919888928009	1	1	0
Tagln2	3.11865835559586	-0.499162211024957	0.810912800064677	-0.615555964815384	0.538187621944913	0.999919888928009	1	1	0
Cfap45	64.6238282745596	-0.0417631454748682	0.203225338609651	-0.205501665100362	0.837180197298655	0.999919888928009	1	1	0
Vsig8	18.6288668425701	0.232610773914808	0.456334936309789	0.509736939704518	0.610235769926269	0.999919888928009	1	1	0
Slamf8	2.12722042431652	-0.158303732827863	1.16116678494095	-0.13633160617483	0.891559139021662	0.999919888928009	0.75	0.8	0.05
Fcrl6	0.589827883305248	0.00658350737624947	1.9466005914032	0.00338205351694863	0.997301516859356	0.999919888928009	0.5	0.6	0.1
Dusp23	44.4291468034278	0.0181341145470023	0.242114073535561	0.0748990518485444	0.940295030955145	0.999919888928009	1	1	0
Crp	4.67042134241611	0.620056609628261	0.724391110397779	0.855969379977308	0.392014716569119	0.999919888928009	1	1	0
Ackr1	215.526679754815	0.168837497744608	0.133320897600327	1.26639934761581	0.20537014437866	0.999919888928009	1	1	0
Cadm3	1416.40203420003	-0.0304772814736394	0.0889022712342066	-0.342817804883176	0.731735530405742	0.999919888928009	1	1	0
